Sample,Time,Decoder,Ann Row,Ann Class,Value,
41420,828.400 ms,Timing,Times,Terse,1ms,
41478,829.560 ms,Timing,Times,Terse,57ms,
44343,886.860 ms,Timing,Times,Terse,3ms,
44471,889.420 ms,Timing,Times,Terse,3ms,
44600,892.000 ms,Timing,Times,Terse,1ms,
44659,893.180 ms,Timing,Times,Terse,3ms,
44802,896.040 ms,Timing,Times,Terse,1ms,
44860,897.200 ms,Timing,Times,Terse,1ms,
44917,898.340 ms,Timing,Times,Terse,1ms,
44976,899.520 ms,Timing,Times,Terse,1ms,
45032,900.640 ms,Timing,Times,Terse,1ms,
45091,901.820 ms,Timing,Times,Terse,3ms,
45234,904.680 ms,Timing,Times,Terse,1ms,
45292,905.840 ms,Timing,Times,Terse,3ms,
45435,908.700 ms,Timing,Times,Terse,1ms,
45494,909.880 ms,Timing,Times,Terse,1ms,
45551,911.020 ms,Timing,Times,Terse,1ms,
45609,912.180 ms,Timing,Times,Terse,1ms,
45666,913.320 ms,Timing,Times,Terse,1ms,
45725,914.500 ms,Timing,Times,Terse,1ms,
45781,915.620 ms,Timing,Times,Terse,1ms,
45840,916.800 ms,Timing,Times,Terse,1ms,
45896,917.920 ms,Timing,Times,Terse,1ms,
45955,919.100 ms,Timing,Times,Terse,1ms,
46012,920.240 ms,Timing,Times,Terse,1ms,
46070,921.400 ms,Timing,Times,Terse,1ms,
46127,922.540 ms,Timing,Times,Terse,1ms,
46186,923.720 ms,Timing,Times,Terse,3ms,
46329,926.580 ms,Timing,Times,Terse,1ms,
46387,927.740 ms,Timing,Times,Terse,1ms,
46444,928.880 ms,Timing,Times,Terse,1ms,
46502,930.040 ms,Timing,Times,Terse,3ms,
46645,932.900 ms,Timing,Times,Terse,1ms,
46704,934.080 ms,Timing,Times,Terse,3ms,
46847,936.940 ms,Timing,Times,Terse,1ms,
46906,938.120 ms,Timing,Times,Terse,1ms,
46962,939.240 ms,Timing,Times,Terse,1ms,
47021,940.420 ms,Timing,Times,Terse,57ms,
49886,997.720 ms,Timing,Times,Terse,3ms,
50014,1.000 s,Timing,Times,Terse,3ms,
50143,1.003 s,Timing,Times,Terse,1ms,
50201,1.004 s,Timing,Times,Terse,3ms,
50344,1.007 s,Timing,Times,Terse,1ms,
50403,1.008 s,Timing,Times,Terse,1ms,
50459,1.009 s,Timing,Times,Terse,1ms,
50518,1.010 s,Timing,Times,Terse,1ms,
50575,1.012 s,Timing,Times,Terse,1ms,
50634,1.013 s,Timing,Times,Terse,3ms,
50776,1.016 s,Timing,Times,Terse,1ms,
50835,1.017 s,Timing,Times,Terse,3ms,
50978,1.020 s,Timing,Times,Terse,1ms,
51037,1.021 s,Timing,Times,Terse,1ms,
51093,1.022 s,Timing,Times,Terse,1ms,
51152,1.023 s,Timing,Times,Terse,1ms,
51209,1.024 s,Timing,Times,Terse,1ms,
51267,1.025 s,Timing,Times,Terse,1ms,
51324,1.026 s,Timing,Times,Terse,1ms,
51383,1.028 s,Timing,Times,Terse,1ms,
51439,1.029 s,Timing,Times,Terse,1ms,
51498,1.030 s,Timing,Times,Terse,1ms,
51554,1.031 s,Timing,Times,Terse,1ms,
51613,1.032 s,Timing,Times,Terse,1ms,
51670,1.033 s,Timing,Times,Terse,1ms,
51728,1.035 s,Timing,Times,Terse,3ms,
51871,1.037 s,Timing,Times,Terse,1ms,
51930,1.039 s,Timing,Times,Terse,1ms,
51986,1.040 s,Timing,Times,Terse,1ms,
52045,1.041 s,Timing,Times,Terse,3ms,
52188,1.044 s,Timing,Times,Terse,1ms,
52248,1.045 s,Timing,Times,Terse,3ms,
52390,1.048 s,Timing,Times,Terse,1ms,
52449,1.049 s,Timing,Times,Terse,1ms,
52505,1.050 s,Timing,Times,Terse,1ms,
52564,1.051 s,Timing,Times,Terse,57ms,
55429,1.109 s,Timing,Times,Terse,3ms,
55557,1.111 s,Timing,Times,Terse,3ms,
55685,1.114 s,Timing,Times,Terse,1ms,
55744,1.115 s,Timing,Times,Terse,3ms,
55887,1.118 s,Timing,Times,Terse,1ms,
55946,1.119 s,Timing,Times,Terse,1ms,
56002,1.120 s,Timing,Times,Terse,1ms,
56061,1.121 s,Timing,Times,Terse,1ms,
56117,1.122 s,Timing,Times,Terse,1ms,
56176,1.124 s,Timing,Times,Terse,3ms,
56319,1.126 s,Timing,Times,Terse,1ms,
56378,1.128 s,Timing,Times,Terse,3ms,
56521,1.130 s,Timing,Times,Terse,1ms,
56580,1.132 s,Timing,Times,Terse,1ms,
56636,1.133 s,Timing,Times,Terse,1ms,
56695,1.134 s,Timing,Times,Terse,1ms,
56751,1.135 s,Timing,Times,Terse,1ms,
56810,1.136 s,Timing,Times,Terse,1ms,
56867,1.137 s,Timing,Times,Terse,1ms,
56925,1.139 s,Timing,Times,Terse,1ms,
56982,1.140 s,Timing,Times,Terse,1ms,
57041,1.141 s,Timing,Times,Terse,1ms,
57097,1.142 s,Timing,Times,Terse,1ms,
57156,1.143 s,Timing,Times,Terse,1ms,
57212,1.144 s,Timing,Times,Terse,1ms,
57271,1.145 s,Timing,Times,Terse,3ms,
57414,1.148 s,Timing,Times,Terse,1ms,
57473,1.149 s,Timing,Times,Terse,1ms,
57529,1.151 s,Timing,Times,Terse,1ms,
57588,1.152 s,Timing,Times,Terse,3ms,
57731,1.155 s,Timing,Times,Terse,1ms,
57789,1.156 s,Timing,Times,Terse,3ms,
57933,1.159 s,Timing,Times,Terse,1ms,
57991,1.160 s,Timing,Times,Terse,1ms,
58048,1.161 s,Timing,Times,Terse,1ms,
58106,1.162 s,Timing,Times,Terse,57ms,
60971,1.219 s,Timing,Times,Terse,3ms,
61099,1.222 s,Timing,Times,Terse,3ms,
61228,1.225 s,Timing,Times,Terse,1ms,
